user_id,salary
ENguyen,91940
SWheeler,146925
JRoberson,83420
RRomero,198792
TThomas,166627
RAdams,135154
RBrown,241270
RYoung,98081
CSellers,165272
MHernandez,174561
AFisher,165708
CBates,208691
CCooper,224415
RLogan,246111
AFisher,205714
ABowman,78437
DCooley,188170
JButler,107201
TBaker,188139
AColeman,117550
MJefferson,230361
CWeber,179263
HOsborne,176026
APierce,65770
PJoseph,232937
DHorton,182250
ESandoval,171716
CBurns,185698
EHughes,198547
KMartinez,238414
DSmith,105423
RNelson,141125
DTorres,125152
TPhelps,138871
LHopkins,151322
RPalmer,203239
KMalone,96978
HJackson,238248
MArcher,126835
GWilliams,154645
MPowell,135079
RNichols,185515
SCline,187952
CDalton,144394
EGeorge,68489
WRoss,231522
JFerguson,132800
VRay,114765
AJimenez,123310
RFlynn,91286
JMartin,108597
PJames,109380
APayne,216128
JStephens,165737
LWilliams,163691
AAnderson,248235
MSmith,185565
AGross,87116
LWeeks,177492
SThomas,177322
GMejia,117510
AFields,118573
ABell,183916
MCallahan,171363
BBarton,95292
JBrown,115044
SRyan,74807
TSoto,212019
TThompson,136857
LRobertson,139504
GMedina,220387
BSims,170039
JCardenas,114609
JSanders,215917
JMcdonald,128813
CAnderson,240350
KPowers,114592
DRyan,178746
CGarcia,178659
EThornton,84131
CMoreno,153333
CDickerson,149095
COwen,205566
KThomas,232060
EGarcia,216755
LMiller,219262
DJenkins,170566
SJohnson,167911
JTurner,167158
KFloyd,118823
TGonzalez,81379
RBlair,117587
JYoung,199001
TBernard,90365
GTucker,79326
JAllen,119185
CFernandez,150825
SGibson,226501
SRiggs,76078
AJimenez,184930
SCarter,217292
LCox,109537
ABarnes,108313
DMason,240896
SSmith,203283
MDavenport,129434
CAlexander,149319
WVelez,249545
JJones,216071
VThompson,155950
BScott,80632
JMcgrath,129411
BHarris,146119
KBrock,74878
JHarris,197876
DEvans,146282
SSchneider,89460
MAvery,249617
EOwens,131424
JMiller,92843
bjones,82133
MSmith,81217
JBarker,173494
MCruz,182255
RHarris,169612
DNeal,148437
DHubbard,121994
JSimpson,93060
MMiller,219424
MSmith,81463
LSanchez,218669
DMiller,180765
CEdwards,192244
DGreen,131986
HSnyder,176851
MBray,157614
LGreen,149559
MCase,96679
VLee,99825
CCurry,195779
MHall,97918
EConway,143503
BWhite,209810
KRhodes,84538
JGilmore,224516
CRose,235707
JVargas,85096
AMiles,123620
JWalker,224411
JGonzalez,171198
SMorrow,144645
BAdams,203018
SBishop,83772
JConrad,83904
AGill,122772
MMiller,186985
SPowell,142553
DBarnes,164202
SMurray,161881
BCantrell,106927
KGardner,95009
AAllison,180255
EJensen,245613
PRoss,231458
KRubio,215444
CArmstrong,98087
CReeves,91196
RDaugherty,117966
BJones,134569
LMitchell,86870
DWright,143152
JMorris,150147
SCarter,209127
JVargas,154052
AGarcia,138192
MAnderson,235955
RLynch,88375
BLamb,86053
PSmith,146469
AGrimes,173694
RTerry,97166
CStone,209701
DNelson,182601
RKing,127136
JEllis,168741
MBrown,208646
SCarlson,236957
CCooke,169012
JAllen,123453
HArnold,127470
CAnderson,166459
SYu,190942
BBrewer,167749
MChambers,209766
RMoran,176631
KGreene,208574
SSmith,234869
AJames,104465
KFuller,136812
LMoreno,123216
CWagner,109942
TMorales,148107
RWalker,186578
AGarcia,175772
EYoung,242972
DMiller,193270
MGregory,153523
RCortez,101118
BBerg,176567
JReyes,110150
DHughes,191936
TDiaz,155390
BRussell,231017
CLove,210434
MParsons,124658
MRoss,210937
GConley,215589
DMccarthy,71181
MWalker,113108
SPerez,245616
CJones,113397
JHarrington,166570
LAtkinson,233897
BMcintosh,76652
JMadden,91978
SHerrera,232795
BCarroll,83257
RBennett,239192
JHarvey,105769
DJackson,111974
DFernandez,98161
BSullivan,150082
RGonzales,106942
DSkinner,179506
JCarpenter,231677
MPatterson,173182
JHill,74651
CHenry,104043
GPratt,138756
JJones,166381
JHall,172488
THumphrey,68921
DTownsend,126082
YMartin,167304
KGlover,139747
MGregory,142496
EVaughn,116751
PWatkins,214912
KMayer,116993
CTurner,245377
KHart,134152
VMorrison,180404
KWilliams,168781
KBrown,236136
HCarr,183268
DWest,158353
WHuber,97674
MSanchez,124056
KHoover,99068
JJohnson,92199
KGillespie,90213
TReed,105298
STaylor,109007
RBrown,112965
AHoffman,102718
BFigueroa,207466
SWright,112989
DFox,124650
AHenderson,179003
CEverett,200247
WHarding,191439
ACollins,153716
PJohnson,195139
AHayes,152938
MGillespie,163014
PHumphrey,130069
NMay,110043
ACowan,234330
MNguyen,153991
KCox,143718
HMclaughlin,165979
HSalas,166637
ABlair,237462
MPowell,135803
DWallace,129522
HShepard,117436
LCruz,139770
CMacias,169166
LHart,159032
AAllen,191931
TMiller,156381
VGonzales,229754
APowell,152068
KVasquez,158745
TWells,180115
LMcdonald,133047
AVasquez,241156
DBlackburn,78529
CWilliams,146547
TVelasquez,152206
JJones,234768
AMorris,171981
JStewart,174407
AAguirre,210855
GShaffer,85148
JAlexander,159550
JFlores,125942
NJones,144784
AGutierrez,100395
NWang,156723
TMurphy,141789
WGrimes,207850
EColeman,184014
MRivera,232957
ADecker,176764
AWatson,92050
ELopez,93194
MGross,115110
BMitchell,216671
MMiller,159276
NCarter,159197
SYoung,204741
JMeadows,71189
CSalazar,148769
CAndrews,217831
AGould,191282
AWilliams,236641
KMartinez,104476
MHoward,105130
AWashington,68108
MMitchell,235942
MGolden,107503
JMoody,70156
AMatthews,120439
MNelson,144510
MNguyen,90084
JBennett,209249
WJones,248773
CGreen,198684
SWilson,215563
KWilliams,184936
CParker,128305
RRoman,112820
CRamirez,66103
JVelazquez,96613
MRomero,76961
KFrost,208917
CJenkins,113135
RHarris,195901
MShepherd,242243
DGonzalez,236486
TPhillips,242853
VChang,92624
GFowler,193400
AFuentes,163901
NRobinson,187835
BWard,226237
GMurphy,208596
DRichardson,154978
CYoung,127863
KSummers,117434
MPalmer,157965
MSteele,210051
KBowen,132267
TAdams,243855
KAnderson,65466
MWhite,76982
JDay,133649
CMason,218182
WFloyd,119623
MRangel,96367
TFarmer,85170
TParker,229883
DLambert,139404
JRobertson,69318
CWong,203519
JHill,145179
DJenkins,136950
MHall,247990
BRichards,244954
LRose,139931
LJohnson,152542
TTucker,193234
SDavis,83940
AHarris,231778
RHicks,89488
CPerkins,227712
CHudson,194872
DHernandez,96506
JLowery,227441
MThomas,208918
TRobinson,129430
PErickson,231585
MBrown,122455
JRichardson,135408
CGregory,138373
MKnapp,191638
DMorgan,243924
HMays,166646
WMccann,234233
ARichards,226751
AAnderson,215385
NSpencer,66947
ELyons,121452
NHunt,82657
LBrowning,207448
BSteele,203214
MCarpenter,238961
KFisher,206154
MBell,230025
MRussell,206112
JWilliams,246757
WHill,79462
CMartin,209585
AStuart,223851
WYoung,172135
DDavila,184123
KPrice,179838
TCampbell,220394
ADaniels,110923
CWatkins,124029
JAndrade,128390
NBraun,118022
NBall,135802
RMendoza,99705
JWard,213165
MSalinas,87002
JValentine,72809
KFields,76606
EMartinez,66343
AReynolds,166689
AJohnson,105279
SDunlap,236351
HHopkins,74743
WDavis,209184
FSheppard,188144
SBryant,185097
RGibson,136737
KWood,132425
STaylor,152107
SCastro,82122
CJones,100848
SClark,229437
SHobbs,96839
DTaylor,160718
PPratt,98505
CCherry,179941
AShields,215464
DBerry,153364
ARussell,177613
ELee,86037
CDuarte,162891
SElliott,113566
CCarter,138737
KJoseph,123873
AReyes,120332
JReyes,88234
BMurray,74002
JJones,230916
LReed,186760
NKelley,228106
PLee,123882
OJenkins,217381
IScott,75282
MMckenzie,120155
MWard,100491
GLewis,148832
MWilliamson,150711
KGarcia,229197
AWilson,190675
DPitts,240679
LPruitt,170101
SHowell,234580
WHanna,107764
RRobles,106453
AAndrade,185617
CSimpson,101996
CTran,176514
LAustin,207210
PNicholson,96124
MGarcia,219364
SHolt,147092
EGriffin,234590
MJohns,135587
TSmith,238473
ROrtiz,146829
JWebb,118204
VPierce,163034
NFrench,123696
DWhitehead,234416
CStevens,173190
JFord,89746
MCooper,108846
CLee,74752
MWright,182736
JRoberts,160623
RSmith,243477
KDennis,100068
PVillarreal,120986
HGentry,150212
BMay,187258
KFigueroa,140554
CSmith,235639
MTorres,135469
DJohnson,204039
MBass,169512
TMurray,217643
RClark,226460
THudson,116955
RMcpherson,243347
KMiller,209726
CMathis,146076
MLozano,155801
TDonaldson,102296
BGordon,246939
DMccoy,180890
VDavis,190696
NNewton,216323
THansen,186848
CPage,96500
AAnderson,153266
OKelly,139488
SJohnson,65014
JGarcia,192243
SMiller,141869
KGarcia,95207
MMcintyre,173081
LGarcia,83433
BTyler,202079
RArroyo,68804
ARoss,91013
LBrown,98220
RBrown,229147
TWilliams,95540
MDudley,68756
DAnderson,193841
MWhite,163067
AMcdowell,217468
TGardner,181096
PCole,246718
RMartinez,238547
RHernandez,230203
EGordon,114487
JSmith,70306
GLawrence,91515
EJuarez,210840
JWall,201599
AHarrison,105081
SRodriguez,82220
JBaker,108634
AGordon,241436
VConrad,197613
DNelson,81662
MAdams,201751
LMurphy,186502
JBrown,80494
HSparks,162219
RSoto,204102
CCohen,104453
ZBanks,155647
RPeck,82405
EBender,214010
MAustin,166802
CRobinson,79760
JMartinez,233135
JMoss,160969
KHerrera,163541
RThomas,142732
GThompson,211598
ZHenderson,181673
LWhite,198040
BAnderson,246481
JBooth,73379
BKing,141734
KOrtiz,66852
TGutierrez,142593
CBarron,175041
CHolmes,125921
VMaldonado,106714
MRobertson,101369
JEllis,177234
TBailey,185188
CHerrera,163992
TRuiz,122850
KRodriguez,167614
CRiggs,97641
RGibson,116570
PBoyd,131615
AMurray,200725
MSmith,154579
CDennis,246615
WWagner,209031
MGarcia,162422
RPearson,144747
MTucker,88750
EPalmer,175859
JClayton,93565
GWhitney,87721
JWard,191865
TBrown,88275
NCook,72905
CBell,188410
DDavenport,183471
SJuarez,219466
EJohnson,240460
CWarner,206366
JLynch,192667
CBerger,249553
JMorris,242069
AWells,192894
SLong,220960
DThompson,164483
DHarris,83432
SSchultz,184586
KWilliamson,196375
DPalmer,104342
DHarper,89235
OGreene,122893
BWright,199637
JBaker,155421
JGonzales,150917
JSmith,111710
MAnderson,177049
RJohnson,92221
TReyes,94151
CPhillips,236890
SMorales,84355
SPetersen,111212
MBell,99340
SJenkins,159436
BMills,243973
RWalker,96847
RRobinson,149793
WKing,90014
JFlores,142622
RConner,78250
WCross,179584
SFernandez,230906
JWaller,153523
JJohnston,176950
ECrane,208337
KNewman,93031
REllis,218556
MSmith,212037
SHarris,114602
ERamirez,213194
JBurgess,197024
CSmith,73143
JOrtega,135358
CFuller,208791
BJones,214691
KLawrence,144685
STurner,67164
CMarshall,112926
AMartin,113780
SSanchez,249208
CBurgess,237651
AAnderson,73924
KChavez,213461
SKline,183823
BFuller,191298
CPace,102349
SGarza,74305
SCabrera,210338
WMoore,165203
JFoster,210352
MCollins,124885
VBrown,115287
CMoore,180740
KGonzalez,100928
JSimmons,115087
KJohnson,196345
JBradshaw,99709
PRiley,155985
CCarrillo,67474
ACarney,198763
EHerrera,136205
THoward,200071
JSantana,211691
DCarter,141755
MMolina,153359
BMack,75723
DWest,228855
MLopez,163833
TGuerrero,110201
AMcguire,125363
SPennington,203988
DCohen,136591
MSchmidt,94227
ABurton,93101
DJackson,180559
CMartinez,119008
MGraves,226594
JRobbins,233677
JSimpson,142015
SWalls,132648
HBrown,73080
MYoung,192797
JGolden,172547
MAnderson,157044
JPeterson,234220
AMaldonado,135643
TReynolds,112812
JHughes,212474
JCruz,110280
ASmith,105850
TFry,174163
DReyes,169391
CMaldonado,199495
JWeber,137212
RVega,190992
WSmith,186059
SDaniel,98078
TAllen,71101
MWebster,69952
KKing,198563
JClark,245495
PTucker,139973
JGriffin,221957
ESanford,77705
JPetty,182103
RMiller,96421
JChen,192819
MSilva,186424
RYork,238874
LHood,83201
RRamos,217756
SBerry,211887
AWeaver,113604
KSnyder,87210
SCruz,215374
JLong,245640
KThomas,129223
SThompson,175117
BMorales,138738
DLara,198110
KBarnes,226506
MMccormick,99806
FFitzgerald,139617
BWalker,157881
ECarlson,65773
MRosales,137390
NWatson,163362
MArnold,168103
JWilson,214104
RCarr,137720
SGillespie,131666
MCook,169572
JSnyder,230889
CBooth,157180
SSparks,147294
RJimenez,146834
RHarrison,102305
JMoore,156103
RAlvarez,248112
AHolt,158615
MColeman,116498
EDavis,245339
CGarcia,170359
MOrtiz,102181
JFloyd,184464
TVasquez,136046
SWang,165078
LWard,218978
CSmith,218430
CFord,149877
ZKennedy,119682
GSmith,131779
CWebster,106358
MWeber,123452
JSimpson,91383
CCollins,240749
JWilson,180374
DRasmussen,140009
DNielsen,211024
SDavis,190682
SRobinson,97591
KFlynn,208097
AHodges,235576
MRyan,215679
PRios,155178
AMurphy,133058
PThompson,160766
KMarks,190117
RJones,74272
JGonzalez,240687
BKlein,177387
EFaulkner,181059
MStephens,154163
CLewis,106533
KDavis,189783
MRangel,235916
RMatthews,153866
NKim,172139
DBrooks,143858
JFrederick,243419
JMyers,154752
JWilson,154443
NMcdowell,213096
COrtiz,71567
JMurphy,80852
KVillegas,213840
NHuber,82010
LBrown,228412
CSchroeder,119986
NPage,74701
TReed,162603
WGoodwin,65487
SGaines,184625
JLozano,197741
DWelch,228101
LMartinez,71137
VRivera,176766
DMartinez,143115
NMoore,108565
MFuller,157187
JWright,211397
SMyers,130185
VNolan,118458
NWalker,185232
CMoses,237693
HSantana,182739
EBridges,66362
KWatts,110903
JCaldwell,70539
JMartinez,232560
CManning,182927
MHamilton,244171
KDelgado,187206
JGarrison,169980
GCurry,74377
AJones,145565
SHanson,231743
BMay,214724
ECooper,100006
FMurray,183570
JPerry,110545
RWalker,105822
MJohnson,88963
MHendricks,219148
NMendez,90148
DWilliams,143520
ZMosley,121893
MMoreno,201739
JBauer,142702
MBurke,204985
MDorsey,151812
AIngram,173679
GBoyd,138895
AScott,158937
LDavila,188360
KJones,212677
JDavila,192190
MHughes,212582
FSantos,179321
AArnold,85958
SParker,103405
DRobinson,216795
MMiller,200257
KThompson,137082
ASmith,73543
SZimmerman,74842
ACopeland,227505
IPeterson,211379
DSmith,141534
JEnglish,196056
YGray,112456
ARuiz,172262
APerkins,83664
CValdez,221853
LRogers,166841
JJohnson,141753
MWolf,168370
MGreen,168176
MSaunders,78330
DRoberts,227018
BBryant,164519
TCardenas,105011
RYoung,95357
CLeblanc,232510
KKelley,79850
MRyan,220245
KBallard,118292
NWard,177752
KKnight,165704
JAndrews,79226
HOsborne,125875
TJackson,112161
SSparks,220487
JPalmer,91331
EOrtega,170102
CWhite,75838
DDuarte,85951
WCuevas,109048
ICarter,157775
AHunt,194899
AEvans,176667
JGarza,103160
MMiller,131696
VAnderson,133681
DWilson,240824
BLewis,133566
MChavez,180960
AFernandez,248938
JSmith,126509
TDavis,110228
BHughes,91109
JHenderson,207459
IBryant,83962
NBurton,98671
JKline,108220
STownsend,207878
RBass,232811
NAvila,106125
MMercer,241634
TGreen,124342
MHuerta,205755
DSanchez,124460
TMoore,150388
SNeal,100525
BCollins,127109
HStanley,214224
PTravis,142595
JBrooks,205769
CEvans,249804
JSilva,174960
STucker,191576
WHicks,91553
MCombs,68783
JSheppard,111558
MStephens,171473
TWeiss,134056
TTaylor,95031
BWilliams,195214
MFlowers,163765
SMiller,86821
CDavidson,109136
AJohnston,220888
SJones,194501
JBarnes,128346
JJohnson,211449
JPacheco,218354
SMurphy,112007
SHodge,246714
MRosario,185346
EFrancis,132020
JPace,94018
VFord,240303
JRay,146079
JNguyen,178852
SBruce,136977
KHill,191553
KGomez,246634
WCrane,93512
TFox,175418
KDixon,218254
RLarson,208316
RWilson,214264
AWhite,102811
DDean,220499
JStevenson,239016
SSummers,249433
CThompson,115341
GMaldonado,95165
BFowler,131335
AVelez,231920
AWilliams,217999
PRodriguez,152826
PVega,220223
MRichardson,162802
NHill,247911
CDuran,111181
MLopez,110534
JEdwards,108030
MPineda,160643
JPerry,236028
SEllis,96420
CMills,244817
AWelch,140620
KVega,147216
KHorton,68675
BTate,203255
SColon,158667
KRivera,76636
AMeyer,238363
JDelacruz,75283
DMartinez,135900
SFord,65687
SPerry,105741
RMorgan,140866
KWalker,167104
DWard,118842
PHooper,222821
CCarr,136968
AMorris,137667
VJohnson,74828
MPowers,216966
SBall,131318
MMalone,181423
TMack,84730
JTorres,216272
TWarren,148456
ECrawford,225048
LHoward,217768
MHendrix,112466
KSantiago,148166
GHouston,243975
BJohnson,222234
MWeaver,210370
CLeonard,190470
KNichols,152987
DObrien,166247
HBailey,176654
ATorres,155689
AFarmer,189626
KMeyers,120158
HGriffin,235311
JAnderson,131130
SOrtiz,111858
JRamirez,130272
CMullins,137893
MPowell,156145
AStephens,142412
MRodriguez,197476
JGarcia,244473
JSullivan,83821
DMatthews,141659
AGibson,147457
MMcclain,97008
LAnderson,210535
KMccarthy,213149
SSpence,159505
MSmith,90937
MNewton,151739
MRoberts,122384
DMolina,66544
ASchmidt,183085
TBright,88980
SLynch,71750
MHart,245677
SWillis,165013
RDuncan,238610
JBurgess,107917
CCollins,100068
HAdams,166762
JHenderson,67352
KHughes,172969
CSmith,227327
MHenderson,235353
EVargas,239519
DTurner,98438
SHensley,112115
CCabrera,116368
DStone,122517
ABentley,159556
BLewis,184709
LFlores,209078
JBrooks,241817
LBanks,235898
RSimmons,135442
DGibson,100472
CGross,223131
NCarlson,93977
KSmith,131138
BSimpson,231671
NReed,133200
MMoore,142552
LJenkins,221789
JSmall,87404
RHodges,163487
RKelly,135288
TWilson,178305
KElliott,94168
JSmith,138401
CChurch,192005
CJohnson,87629
CRichard,81092
RGlover,93846
RTorres,240075
JIngram,204530
AJohnson,135704
DLee,196482
TBall,86531
DRay,72085
VWalker,82207
JPerry,170738
JMooney,164311
LRosario,109569
KNorman,213347
JReyes,148425
AClark,118151
RNelson,234914
BMunoz,190259
MLawrence,151517
MDean,202689
RBradford,150036
LMeza,159485
AMcclain,183401
CHarper,101330
KFoster,124323
DWright,128287
JHowe,87071
PPerry,111868
SGriffin,144696
MBarber,173033
MLyons,140650
DSmith,159295
JKrause,197781
MFarmer,97217
RRamos,224018
BRamirez,124139
CHaney,228014
JBell,215238
BChristian,132848
DRyan,116958
SSchwartz,215121
GDavis,103477
NBurns,180271
WRice,141480
JKelly,196904
HHaley,205178
MWagner,111416
JOrtega,171352
JAnderson,210643
SChapman,197795
GPowell,191043
JWright,69057
PMyers,226644
DCarter,219883
CCarlson,81810
MVaughn,249730
KFreeman,79731
RCross,127797
DWagner,178077
GLe,150075
BHicks,112001
KAlexander,212243
JMclean,166020
SGill,192177
JSmith,86745
RReid,67444
TDavis,205026
MSmall,197713
JShaffer,78744
SHolland,90863
ZCampbell,138083
JFreeman,108531
DAvila,220636
PJohnson,131421
DJones,90369
JWolf,144671
CWilliams,67439
DPorter,96731
DNguyen,124043
KLogan,239050
CHanson,171588
SChristian,223890
CBrown,147988
LSimon,65001
AJackson,86385
MNielsen,98244
JHowell,106757
SWaller,176432
VRogers,244723
KSpears,171816
TCampbell,161844
CSullivan,213606
LFields,177656
MHunter,222289
CWilkerson,180996
KRuiz,207999
KWhitaker,102466
